KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
361132,3,Pemaju Masyarakat Pendidikan Kemahiran Masakan,Cooking Skills Education Community Developer
361201,3,Sami,Monk
361202,3,Biarawan,Nun
361203,3,Pendakwah,Preacher
361204,3,Bilal,Bilal
361205,3,Faith Healer,Faith Healer
361206,3,Penolong Pegawai Hal Ehwal Islam Gred S29,Assistant Islamic Affairs Officer Grade S29
361207,3,Mutawif/Mutawifah,Mutawif/Mutawifah
362101,3,Ahli Sukan,Sportsperson
362102,3,Atlet,Athlete
362103,3,Peninju,Boxer
362104,3,Pemain Bola Sepak,Footballer
362105,3,Pemain Hoki,Hockey player
362106,3,Pemain Tenis,Tennis player
362107,3,Ahli Gusti,Wrestler
362108,3,Pemain Catur,Chess player
362109,3,Pemain Golf,Golfer
362110,3,Penungggang Kuda Lumba,Jockey
362111,3,Pemandu Perlumbaan,Race driver
362112,3,Pemain E-Sukan,E-Games Player
362201,3,Penolong Pegawai Belia dan Sukan Gred S29,Assistant Youth and Sport Officer Grade S29
362202,3,Pegawai Sukan,Sports Officials
362203,3,Pengadil,Referee
362204,3,Jurulatih Sukan,Sports Coach
362205,3,Jurulatih Senamrobik,Aerobics Coach
362206,3,Jurulatih Judo,Judo Coach
362207,3,Jurulatih Karate,Karate Coach
362208,3,Jurulatih Silat,Silat Coach
362209,3,Jurulatih Taekwando,Taekwando Coach
362210,3,Jurulatih Tenis,Tennis Coach
362211,3,Jurulatih Tai-Chi,Tai Chi Coach
362212,3,Jurulatih Yoga,Yoga Coach
362213,3,Jurulatih Renang,Swimming Coach
362214,3,"Jurulatih, Pengajar dan Pegawai Sukan Lain (Dalaman)",Instructor and Other Sports Officials Coach (Indoor)
362215,3,"Jurulatih, Pengajar dan Pegawai Sukan Lain (Luaran)",Instructor and Other Sports Officials Coach (Outdoor)
362216,3,Pengajar Sukan,Sports Instructor
362217,3,Pengajar dan Penyelaras Latihan Berkumpulan,Group Exercise Instructor & Coordinator
362218,3,Penjaga Garisan,Linesman
362219,3,Pengajar Renang,Swimming Instructor
362220,3,Jurulatih Am,"Coach, General"
362221,3,Pengajar Am,"Instructor, General"
362222,3,Penolong Pegawai Kesatria Gred S29,Assistant Kesatria Officer Grade S29
362301,3,Pengajar Kecergasan Fizikal,Physical Fitness Instructor
362302,3,Pengajar Biliard,Billiard Instructor
362303,3,Pengajar Catur,Chess Instructor
362304,3,Pengajar Pelayaran,Sailing Instructor
362305,3,Pengajar Tunggang Kuda,Horse Riding Instructor
362306,3,Pemandu Aktiviti Lasak,Outdoor Adventure Guides
362307,3,Penyelia Rumah Kelab,Clubhouse Supervisor
362308,3,Pelatih Persendirian,Personal Trainer
362309,3,Pengajar Aerobik,Aerobics Instructor
362310,3,Pengajar Penyelam,Dive Instructor
362311,3,Pengajar Kecergasan,Fitness Instructor
362312,3,Ketua Selam,Divemaster
362313,3,Pelatih Profesional,Professional Trainer
363101,3,Pembantu Tadbir (Ahli Fotografi) Gred 21,Administrative Assistant (Photographer) Grade 21
363102,3,Jurugambar,Photographer
363103,3,Jurugambar Ilustrasi Komersil,Commercial Illustration Photographer
363104,3,Jurugambar Akhbar,News Photographer
363105,3,Jurugambar Berita,Press Photographer
363106,3,Wartawan Gambar,Photo-Journalist
363107,3,Jurugambar Udara,Aerial Photographer
363108,3,Mikrofotografer,Microphotographer
363109,3,Jurugambar Mikrofotografi,Microphotography Photographer
363110,3,Jurugambar Perubatan,Medical Photographer
363111,3,Jurugambar Saintifik,Scientific Photographer
363112,3,Jurugambar Komersil,Commercial Photographer
363113,3,Jurugambar Industri,Industrial Photographer
363114,3,Jurugambar Potret,Potrait Photographer
363115,3,Jurufotografi Gred B19,Photographer Grade B19
363116,3,Jurufotografi Gred B29,Photographer Grade B29
363117,3,Jurufotografi Gred B21,Photographer Grade B21
363118,3,Jurufotografi Gred B25,Photographer Grade B25
363119,3,Jurufotografi Gred B31,Photographer Grade B31
363120,3,Jurufotografi Gred B37,Photographer Grade B37
363121,3,Jurufotografi Gred B39,Photographer Grade B39
363201,3,Pereka Gred B19,Designer Grade B19
363202,3,Pereka Hiasan Dalaman,Interior Designer
363203,3,Pereka Perabot,Furniture Designer
363204,3,Pereka Poster,Poster Designer
363205,3,Artis Desktop Publishing,Artist Desktop Publishing
363206,3,Ilustrator Buku,Book Illustrator
363207,3,Ilustrator Pengiklanan,Advertising Illustrator
363208,3,Artis Pameran,Artist Display
363209,3,Juruhias Pameran,Display Decorator
363210,3,Pedagang Alatan Visual,Visual Merchandiser
363211,3,Pereka Lambang,Armorial Designer
363212,3,Pereka Pameran,Display Designer
363213,3,Pereka Pameran Jendela Pamer,Windows Display Designer
363214,3,Pereka Pemandangan,Scenery Designer
363215,3,Pereka Pertunjukan,Exhibition Designer
363216,3,Juruhias Dalaman,Interior Decorator
363217,3,Pereka Kerja Logam Perhiasan,Metalwork Ornamental Designer
363218,3,Juruhias Set Wayang Gambar,Motion Picture Set Decorator
363219,3,Pereka Set Teater,Theatrical Set Designer
363220,3,Penggubah Bunga,Flower Decorator
363221,3,Juruteknik Ukiran,Carve Technician
363222,3,Pereka Set,Set Designer
363223,3,Window Dresser,Window Dresser
363224,3,Pereka Gred B21,Designer Grade B21
363225,3,Pereka Gred B25,Designer Grade B25
363226,3,Pereka Gred B29,Designer Grade B29
363227,3,Pereka Gred B31,Designer Grade B31
363228,3,Pereka Gred B37,Designer Grade B37
363229,3,Eksekutif Fit Out,Fit Out Executive
363301,3,Pembantu Arkib Gred S19,Archives Assistant Grade S19
363302,3,Pembantu Pemuliharaan Gred S19,Conservation Assistant Grade S19
363303,3,Pembantu Muzium Gred S19,Museum Assistant Grade S19
363304,3,Juruteknik Galeri,Gallery Technician
363305,3,Juruteknik Perpustakaan,Library Technician
363306,3,Juruteknik Muzium,Museum Technician
363307,3,Penolong Pegawai Arkib Gred S29,Assistant Archives Officer Grade S29
363308,3,Penolong Kurator Gred S29,Assistant Curator Grade S29
363309,3,Penolong Pustakawan Gred S29,Assistant Librarian Grade S29
363310,3,Penolong Pegawai Eksekutif (Perpustakaan) Gred 6,Assistant Executive Officer (Library) Grade 6
363311,3,Penolong Eksekutif Perpustakaan,Assistant Library Executive
363312,3,Penolong Pegawai Eksekutif Perpustakaan,"Assistant Executive Officer, Library"
363313,3,Penolong Pegawai Eksekutif (Perpustakaan) Gred 31,Assistant Executive Officer (Library) Grade 31
363314,3,Pemaju Masyarakat Pusat Sumber Gred S19,Library Community Developer Grade S19
363401,3,Ahli Muzik Gred B19,Musician Grade B19
363402,3,Artis Budaya Gred B19,Artist Cultural Grade B19
363403,3,Ahli Muzik Gred B29,Musician Grade B29
363404,3,Artis Budaya B29,"Artist, Cultural B29"
363405,3,Pegawai Kebudayaan Gred B19,Cultural Officer Grade B19
363406,3,Pegawai Kebudayaan Gred B29,"Officer, Cultural Grade B29"
363407,3,Penerbit Rancangan Gred B19,Producer Grade B19
363408,3,Juruteknik Kesan Khas,Special Effects Technician
363409,3,Jurukamera Cahaya,Lighting Technician
363410,3,Penyelaras Program (Penyiaran),Program Coordinator (Broadcasting)
363411,3,Pembantu Ingat,Prompter
363412,3,Master Hartanah (Penyiaran),Property Master (Broadcasting)
363413,3,Tukang Skrip,Script-Girl/Boy
363414,3,Juruteknik Pentas,Stage Technician
363415,3,Penyelaras Stunt,Stunt Co-Ordinator
363416,3,Artis Stunt,Stunt Artist
363417,3,Juruteknik Teater,Theatre Technician
363418,3,Penerbit Rancangan Gred B21,Producer Grade B21
363419,3,Penerbit Rancangan Gred B25,Producer Grade B25
363420,3,Penerbit Rancangan Gred B29,Producer Grade B29
363421,3,Penerbit Rancangan Gred B31,Producer Grade B31
363422,3,Penerbit Rancangan Gred B37,Producer Grade B37
363423,3,Ahli Muzik Gred B21,Musician Grade B21
363424,3,Ahli Muzik Gred B25,Musician Grade B25
363425,3,Ahli Muzik Gred B31,Musician Grade B31
363426,3,Ahli Muzik Gred B37,Musician Grade B37
363427,3,Pegawai Kebudayaan Gred B21,Cultural Officer Grade B21
363428,3,Pegawai Kebudayaan Gred B25,Cultural Officer Grade B25
363429,3,Pegawai Kebudayaan Gred B31,Cultural Officer Grade B31
363430,3,Pegawai Kebudayaan Gred B37,Cultural Officer Grade B37
363431,3,Artis Budaya B21,"Artist, Cultural B21"
363432,3,Artis Budaya B25,"Artist, Cultural B25"
363433,3,Artis Budaya B31,"Artist, Cultural B31"
363434,3,Artis Budaya B37,"Artist, Cultural B37"
363435,3,Artis Budaya B39,"Artist, Cultural B39"
363436,3,Tukang Karut (Dikir Barat),Tukang Karut (Dikir Barat)
363437,3,Penyelaras Program ,Program Coordinator 
363438,3,Penolong Pengeluar,Assistant Producer
364101,3,Sous Chef,Sous Chef
364102,3,Chef De Partie,Chef De Partie
364103,3,Jurumasak Kanan,Senior Chef
364104,3,Jurumasak,Chef
364105,3,Jurumasak Barbeque,Barbeque Chef
364106,3,Jurumasak Dim Sum,Dim Sum Chef
364107,3,Jurumasak Masakan Melayu,Malay Cuisine Chef
364108,3,Jurumasak Pastri,Pastry Chef
364109,3,Penyedia Hidangan,Demi Chef
364110,3,Penyelaras Dapur,Kitchen Coordinator
364111,3,Saucier,Saucier
364112,3,Penolong Jurumasak,Assistant Chef
364113,3,Penolong Jurumasak Dim Sum,"Assistant Chef, Dim Sum"
364114,3,Penolong Jurumasak Eksekutif,"Executive Assistant, Chef"
364115,3,Eksekutif Sous Chef,Executive Sous Chef
364116,3,Penolong Eksekutif Penyedia Makanan,Assistant Food Preparation Executive
364117,3,Penolong Pegawai Penyediaan Makanan Gred C29,Assistant Food Preparation Officer Grade C29
371101,3,Inspektor Kastam,Custom Inspector
371102,3,Inspektor Kastam dan Sempadan,Custom and Border Inspector
371103,3,Inspektor Sempadan,Border Inspector
371104,3,Pegawai Pemeriksaan Pasport,Passport Checking Officer
371105,3,Penolong Penguasa Kastam Gred WK29,Assistant Superintendent of Customs Grade WK29
371106,3,Penolong Penguasa Imigresen KP29,Assistant Immigration Superintendent Grade KP29
371201,3,Penolong Pegawai Eksekutif (Penaksiran) Gred 31,Assistant Executive Officer (Appraise Grade 31
371202,3,Penolong Pegawai Eksekutif Penaksiran,"Assistant Executive Officer, Appraiser"
371301,3,Penolong Pegawai Tuntutan Keselamatan Sosial,Social Security Claims Assistant Officer
371401,3,Inspektor Pelesenan,Licensing Inspector
371402,3,Penolong Pegawai Penguatkuasa Gred KP29,Assistant Enforcement Officer Grade KP29
371403,3,Penolong Pegawai Eksekutif (Penguatkuasaan) Gred L8,Assistant Executive Officer (Enforcement) Grade L8
371501,3,Inspektor Polis,Police Inspector
371502,3,Detektif Polis,Police Detective
371503,3,Pegawai Polis,Police Officer
371504,3,Ejen Pertanyaan Polis,Police Inquiry Agent
371505,3,Pegawai Patrol Polis,Police Patrol Officer
371506,3,Detektif Persendirian,Private Detective
371507,3,Penyiasat Persendirian,Private Investigator
371601,3,Inspektor Perkhidmatan Awam,Civil Service Inspector
371602,3,Inspektor Pentadbiran Kerajaan,Government Administration Inspector
371603,3,Pegawai RELA,RELA Officer
371604,3,Askar Wataniah,Territorial Army
371605,3,Penolong Pegawai Pertahanan Awam Gred KP29,Assistant Civil Defence Officer Grade KP29
371606,3,Penolong Pegawai Keselamatan Gred KP29,Assistant Security Officer Grade KP29
371607,3,Penolong Pegawai Eksekutif (Keselamatan) Gred 31,Assistant Executive Officer (Safet Grade 31
371901,3,Pegawai Lain-lain Pangkat Penguat Kuasa Maritim Gred T5,Maritime Enforcement Officers Other Ranks Grade T5
371902,3,Inspektor Harga,Price Inspector
371903,3,Inspektor Kebakaran dan Keselamatan,Fire and Safety Inspector
371904,3,Inspektor Timbang dan Sukat,Weight and Measures Inspector
371905,3,Inspektor Upah,Wage Inspector
371906,3,Pegawai Pusat Pengundian,Electoral Officer
371907,3,Inspektor Pertanian,Agricultural Inspector
371908,3,Inspektor Penternakan,Livestock Inspector
371909,3,Inspektor Hutan,Forestry Inspector
371910,3,Algojo,Algojo
371911,3,Penolong Penguasa Bomba Gred KB29,Assistant Fire Superintendent Grade KB29
371912,3,Penolong Penguasa Penjara Gred KA29,Assistant Prison Superintendent Grade KA29
371913,3,Penolong Pegawai Siasatan Gred P29,"Assistant Officer, Investigation Grade P29"
371914,3,Penolong Pegawai Siasatan Gred P31,"Assistant Officer, Investigation Grade P31"
371915,3,Penolong Pegawai Siasatan Gred P37,"Assistant Officer, Investigation Grade P37"
371916,3,Penolong Pegawai Perhubungan Perusahaan Gred S29,Assistant Industrial Relation Officer Grade S29
371917,3,Penolong Pegawai Pendaftaran Gred KP29,Assistant Registration Officer Grade KP29
411101,4,Pembantu Tadbir (Perkeranian/Operasi) Gred N19,Administrative Assistant (Clerical/Operation) Grade N19
411102,4,Pembantu Pentadbir Tanah Gred NT19,Land Administrative Assistant Grade NT19
411103,4,Pembantu Tadbir (Pereka) Gred 21,Administrative Assistant (Designer) Grade 21
411104,4,Pembantu Tadbir (Perkeranian) Gred 21,Administrative Assistant (Clerk) Grade 21
411105,4,Pembantu Tadbir (Kejuruteraan) Gred 21,Administrative Assistant (Engineering) Grade 21
411106,4,Pembantu Eksekutif (Pentadbiran dan Sokongan) Gred 3,Executive Assistant  (Administration and Support) Grade 3
411107,4,Pembantu Eksekutif (Kejuruteraan) Gred 3,Executive Assistant  (Engineering) Grade 3
411108,4,Pembantu Eksekutif (Perkeranian) Gred L11,Executive Assistant  (Clerical) Grade L11
411109,4,Kerani Am Pejabat,General Office Clerk
411110,4,Kerani Pejabat,Office Clerk
411111,4,Kerani Pentadbiran,Administrative Clerk
411112,4,Kerani Perkhidmatan Bilik,Room Service Clerk
411113,4,Kerani Sulit,Confidential Clerk
411114,4,Kerani Surat-Menyurat,Correspondence Clerk
411115,4,Ketua Kerani,Chief Clerk
411116,4,Ketua Pejabat,Chief Office
411117,4,Pembantu Pentadbiran,Administrative Assistant
411118,4,Pembantu Tadbir Am,General Administrative Assistant
411119,4,Pembantu Tadbir Seni Reka,"Administrative Assistant, Art Design"
411120,4,Pembantu Am Seni Reka (pereka),"General Assistant, Art Design (Designer)"
411121,4,Kerani Pentadbiran Gred K1,Administrative Clerk Grade K1
411122,4,"Pembantu Pentadbiran, Industri Halal","Administrative Assistant, Halal Industry"
411123,4,Pembantu Pejabat,Assistant Office
411124,4,Pekerja Sambilan Harian (Awam),Daily part-time worker (Awam)
411125,4,Pembantu Eksekutif (Ekonomi) Gred 3,Executive Assistant (Economy) Grade 3
411126,4,Pembantu Ehwal Ekonomi Gred E19,Economic Affairs Assistant Grade E19
411127,4,Pegawai Kerani Gred 14,Clerk Officer Grade 14
411128,4,Pembantu Penyelaras,Coordinator Assistant 
412101,4,Setiausaha Pejabat Gred N29,Office Secretary Grade N29
412102,4,Pembantu Setiausaha Pejabat Gred N19,Assistant Office Secretary Grade N19
412103,4,Pembantu Tadbir (Kesetiausahaan) Gred 21,Administrative Assistant (Secretarial) Grade 21
412104,4,Pembantu Eksekutif (Kesetiausahaan) Gred 3,Executive Assistant (Secretarial) Grade 3
412105,4,Pembantu Tadbir Kesetiausahaan,Secretarial Administrative Assistant
412106,4,Pembantu Pentadbiran (Kesetiausahaan),Administrative Assistant (Secretarial)
412107,4,Setiausaha,Secretary
412108,4,Setiausaha Sulit,Confidential Secretary
412109,4,Setiausaha Trengkas,Stenography Secretary
412110,4,Setiausaha Jualan,Sales Secretary
412111,4,Setiausaha Sekolah,School Secretary
412112,4,Pembantu Setiausaha Pejabat,Office Assistant Secretary
412113,4,Setiausaha/Pembantu Setiausaha Gred 19,Secretary/Assistant Secretary Grade 19
413101,4,Jurutaip,Typist
413102,4,Jurutrengkas,Stenographer
413103,4,Jurutaip Audio,Audio Typist
413104,4,Pembantu Am Jurutaip,General Assistant Typist
413105,4,Pentranskripsi,Transcriber
413106,4,Pengesah Pengecaman Aksara Optik (OCR) ,Optical Character Recognition (OCR) Validator
413201,4,Kerani Indeks,Index Clerk
413202,4,Kerani Rekod,Records Clerk
413203,4,Pembantu Am Sistem Maklumat (Operator Mesin Prosesan Data),Information Technology General Assistant (data-processing machine operator)
413204,4,Kerani Kemasukan Data Komputer,Computer Data Entry Clerk
413205,4,Operator Kemasukan Data,Data Entry Operator
413206,4,Kerani Kemasukan Bayaran,Payment Entry Clerk
413207,4,Kerani Teknologi Maklumat,Information Technology Clerk
413208,4,Kerani Sistem Maklumat Pengurusan,Management Information Systems Clerk
413209,4,Kerani Kemasukan Data,Data Entry Clerk
413210,4,Kerani Sistem,System Clerk
413211,4,Pelabel Data dan Media,Data and Media Labeller
421101,4,Kerani Pos,Postal Clerk
421102,4,Juruwang Bank,Bank Teller
421103,4,Kerani Kaunter Wang Tunai,Cash Counter Clerk
421104,4,Pengurup Wang,Money Changer
421105,4,Kerani Deposit Selamat,Safe Deposit Clerk
421106,4,Kerani Bank,Bank Clerk
421107,4,Pembantu Bank,Bank Assistant
421108,4,Kerani Kaunter Pejabat Pos,Post office counter clerk
421201,4,Kerani Kaunter Pertaruhan,Betting Counter Clerk
421202,4,Kerani Penerima Taruhan,Bookmaker Clerk
421203,4,Krupier,Croupier
421204,4,Kerani Kasino,Casino Clerk
421301,4,Broker Gadaian,Pawnbroker
421302,4,Pemberi Pinjam Wang,Money-Lender
421401,4,Pemungut Bayaran,Payment Collector
421402,4,Pemungut Bil,Bill Collector
421403,4,Pemungut Derma,Charity Collector
421404,4,Pemungut Hutang,Debt Collector
421405,4,Pemungut Sewa,Rent Collector
421406,4,Kerani Sewa,Rental Clerk
421407,4,Kerani Sewa Kenderaan Berat,Heavy Vehicles Rental Clerk
421408,4,Kerani Sewa Kereta,Car Rental Clerk
422101,4,Perunding Pelancongan,Travel Consultant
422102,4,Penyelaras Pelancongan,Travel Coordinator
422103,4,Kerani Agensi Pelancongan,Travel Agency Clerk
422104,4,Kerani Tempahan,Booking Clerk
422105,4,Kerani Pelancongan,Travel Clerk
422106,4,Kerani Pengeluaran Tiket Perjalanan,Travel Ticket Issuing Clerk
422107,4,Kerani Pelancongan Penerbangan,Travel Air Lines Clerk
422201,4,Pembantu Penerangan Gred S19,Information Assistant Grade S19
422202,4,Kerani Janji Temu,Appointments Clerk
422203,4,Penyelia Perkhidmatan Pelanggan,Customer Service Supervisor
422204,4,Kerani Pusat Panggilan,Call Centre Clerk
422205,4,Pembantu Perkhidmatan Pelanggan,Customer Service Assistant
422206,4,Ejen Pusat Panggilan (Perkhidmatan Pelanggan),Call Centre Agent (Customer Service)
422207,4,Kerani Pusat Perhubungan Informasi Pelanggan,Customer Contact Centre Information Clerk
422301,4,Operator Perkhidmatan Telekomunikasi,Telecommunication Service Operator
422302,4,Operator Telefon Ibu Sawat Cawangan Persendirian,Private Branch Exchange Telephone Operator
422303,4,Operator Telefon Ibu Sawat Telefon,Telephone Exchange Telephone Operator
422304,4,Telefonis,Telephonist
422305,4,Penyelia Perkhidmatan Telekomunikasi,Telecommunication Service Supervisor
422306,4,Pembantu Am (Operator  Telefon),General Assistant (Telephone Operator)
422307,4,Operator Perkhidmatan Menjawab Telefon,Answering service operator
422308,4,Operator Telefon,Telephone Operator
422401,4,Penyambut Tetamu,Receptionist
422402,4,Penyambut Tetamu Perubatan,Medical Receptionist
